source,title,decision,reason
"MoreBooks","חוות דעת באורים","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","חוות דעת חדושים","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","חידושי אגדות על מסכת עדיות","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","חידושי אגדות על משניות סדר טהרות","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","טעמא דקרא","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","מפרש על קינים","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","פירוש הגרא על מגלת אסתר על דרך הפשט","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","פירוש הגרא על מגלת אסתר על דרך הרמז","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","פירוש הגרא על שיר השירים","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","פירוש הראש על קינים","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","פירוש מיוחס לרבינו שמעיה על מסכת מדות","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","פסקי הריבבן","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","תוספות על קינים","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"MoreBooks","תוספות רי״ד על עירובין מהדורא תליתאה רביעאה","include","Terra corpus audit: genuine classical commentary with valid dibbur formatting"
"OnYourWayToOtzaria","פירוש הרי דמן עכו לספר יצירה","include","Terra corpus audit: direct lemma commentary on Sefer Yetzirah"
"OnYourWayToOtzaria","פירוש רי סגי נהור לספר יצירה","include","Terra corpus audit: direct phrase commentary on Sefer Yetzirah"
"Sefaria","אגרא דכלה","include","Terra corpus audit: sustained verse commentary with high key diversity"
"Sefaria","אמרי שפר","include","Terra corpus audit: biblical quotations followed by exposition"
"Sefaria","יקר מפז","include","Terra corpus audit: direct biblical quotations followed by exposition"
"Sefaria","מגיד דבריו ליעקב","include","Terra corpus audit: full quotations followed by exposition"
"Sefaria","מי השלוח","include","Terra corpus audit: sustained biblical dibburim with high key diversity"
"Sefaria","עבודת ישראל","include","Terra corpus audit: sustained verse and Talmud commentary"
"Sefaria","פירושי רד""צ הופמן על שמות","include","Terra corpus audit: genuine Bible commentary with valid dibbur formatting"
"Sefaria","תפארת יוסף","include","Terra corpus audit: full quotations followed by exposition"
"ToratEmetToOtzaria","ריבבן על שקלים","include","Terra corpus audit: genuine Talmud commentary with valid dibbur formatting"
"wikiJewishBooksToOtzaria","ציון לנפש חיה על פסחים","include","Terra corpus audit: genuine Talmud and Tosafot dibburim"
"wikisourceToOtzaria","פירוש הראש על מדות","include","Terra corpus audit: Mishnah lemmas followed by explanation"
